,JOB_TITLE,JOB_CODE,JOB_GROUP,SERVICE_GROUP
480,EXECUTIVE SECRETARY II,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
481,EXECUTIVE SECRETARY III,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
482,FARE COLLECTIONS RECEIVER,9100,Street Transit,TRANSPORTATION
482,FARE INSPECTIONS SUPERVISOR/INVESTIGATOR,9100,Street Transit,TRANSPORTATION
483,FARMER,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
484,FARMERS MARKET MANAGER,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
485,"FEASIBILITY ANALYST, PORT",9300,Port Commission,TRANSPORTATION
486,FIELD SERVICES ASSISTANT SUPERVISOR,3300,Park 3500 Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
486,FIELD SVCS ASST SUPV,3300,Park 3500 Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
487,FINANCIAL AID SPECIALIST,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
488,FINANCIAL SYSTEMS ACCOUNTANT (OCII),600,OTHERS,OTHERS
489,FINANCIAL SYSTEMS SUPERVISOR,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
490,FINGERPRINT TECHNICIAN I,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
491,FINGERPRINT TECHNICIAN II,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
492,FINGERPRINT TECHNICIAN III,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
493,FIRE ALARM DISPATCHER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
449,FIRE FIGHTER PARAMEDIC,0,Fire Fighter,"FIRE, POLICE"
494,FIRE PROTECTION ENGINEER,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
495,FIRE RESCUE PARAMEDIC,0,Fire Fighter,"FIRE, POLICE"
496,FIRE SAFETY INSPECTOR II,6200,Public Safety Inspection,INSPECTION
497,FIREFIGHTER,0,Fire Fighter,"FIRE, POLICE"
498,FOOD SERVICE MANAGER ADMINISTRATOR,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
498,FOOD SERVICE MGR ADMINISTRATOR,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
499,FOOD SERVICE SUPERVISOR,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
500,FOOD SERVICE WORKER,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
501,FORENSIC AUTOPSY TECHNICIAN,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
502,FORENSIC DOCUMENT EXAMINER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
503,FORENSIC LABORATORY ANALYST,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
504,FORENSIC LATENT EXAMINER I,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
505,FORENSIC LATENT EXAMINER II,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
506,FORENSIC LATENT EXAMINER SUPERVISOR,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
507,X-RAY LABORATORY AIDE,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
507,FORENSIC LABORATORY TECHNICIAN,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
507,FORENSIC TOXICOLOGIST SUPERVIS,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
507,FORENSIC TOXICOLOGIST,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
507,ASSISTANT FORENSIC TOXICOLOGIST I,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
507,ASST FORENSIC TOXICOLOGIST 1,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
508,FORENSIC TOXICOLOGIST SUPERVISOR,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
509,FORESTER,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
510,FUSION WELDER,9300,Port Commission,TRANSPORTATION
511,GARDENER,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
512,GENERAL LABORER,7500,Semi-Skilled and General Labor,LABOR AND TRADES
513,GENERAL LABORER SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
514,"GENERAL MANAGER, KALW, SFUSD",3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
515,"GEN MGR, PUBLIC TRNSP DEPT",9100,Street Transit,TRANSPORTATION
515,"GENERAL MANAGER, PUBLIC TRANSPORTATION DEPT.",9100,Street Transit,TRANSPORTATION
515,GENERAL MANAGER-METROPOLITAN TRANSIT AUTHORITY,9100,Street Transit,TRANSPORTATION
516,GENERAL UTILITY MECHANIC,7300,Journeyman Trade,LABOR AND TRADES
517,GLAZIER,7300,Journeyman Trade,LABOR AND TRADES
518,GLAZIER SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
519,GOVRNMT/PUBL AFFAIRS MGR,9300,Port Commission,TRANSPORTATION
519,GOVERNMENT AND PUBLIC AFFAIRS MANAGER,9300,Port Commission,TRANSPORTATION
520,GRAPHIC ARTIST,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
521,GRAPHICS SUPERVISOR,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
522,HARBOR ATTENDANT (OCII),800,OTHERS,OTHERS
523,HARBOR OFFICE ASSISTANT (OCII),800,OTHERS,OTHERS
524,HARBOR SECURITY OFFICER (OCII),800,OTHERS,OTHERS
525,HARBORMASTER (OCII),700,OTHERS,OTHERS
526,HEAD AIRPORT ELECTRICIAN,9200,Airport Operation,TRANSPORTATION
527,"HEAD ATTORNEY, CIVIL AND CRIMINAL",8100,Legal and Court,LEGAL PROTECTION AND DETENTION
527,"HEAD ATTY, CIVIL & CRIMINAL",8100,Legal and Court,LEGAL PROTECTION AND DETENTION
528,HEAD PARK PATROL OFFICER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
529,HEAD PHOTOGRAPHER,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
530,HEALTH WORKER 4,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
530,HEALTH CARE ANALYST,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
531,FISCAL SERVICES COORDINATOR,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
531,FISCAL SERVICES SUPERVISOR,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
531,FISCAL TECHNICIAN,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
531,SENIOR FISCAL TECHNICIAN,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
531,HEALTH CARE BILLING CLERK I,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
532,HEALTH CARE BILLING CLERK II,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
533,HEALTH EDUCATOR,2800,Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
534,HEALTH PROGRAM COORDINATOR I,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
535,HEALTH PROGRAM COORDINATOR II,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
536,HEALTH PROGRAM COORDINATOR III,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
537,HEALTH PROGRAM PLANNER,2800,Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
538,HEALTH WORKER I,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
539,HEALTH WORKER II,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
540,HEALTH WORKER III,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
541,HEALTH WORKER IV,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
542,HEATING AND VENTILATING INSPECTOR,6200,Public Safety Inspection,INSPECTION
542,HEATING/VENTILATING INSPECTOR,6200,Public Safety Inspection,INSPECTION
543,HEAVY EQUIPMENT OPERATIONS ASSISTANT SUPERVISOR,7100,Administrative,LABOR AND TRADES
544,HEAVY EQUIPMENT OPERATIONS SUPERVISOR,7200,Supervisory,LABOR AND TRADES
545,TREE TOPPER,7200,Supervisory,LABOR AND TRADES
544,TREE TOPPER SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
545,TREE TOPPER SUPERVISOR II,7200,Supervisory,LABOR AND TRADES
545,HETCH HETCHY MECHANICAL SHOP SUPERVISOR,7200,Supervisory,LABOR AND TRADES
544,HEAVY EQUIP OPS ASST SPRV,7200,Supervisory,LABOR AND TRADES
545,HEAVY EQUIPMENT OPS SPRV,7200,Supervisory,LABOR AND TRADES
546,HODCARRIER,7400,Skilled Labor,LABOR AND TRADES
547,HOME HEALTH AIDE,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
548,HOSPITAL ASSISTANT ADMINISTRATOR,2100,Hospital Administration,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
549,HOSPITAL ELIGIBILITY WORKER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
550,HOSPITAL ELIG WRK SUPERVISOR,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
550,HOSPITAL ELIGIBILITY WORKER SUPERVISOR,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
549,HOSPITAL ELIGIBLITY WORKER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
551,HOUSEKEEPER/FOOD SERVICE CLEANER,2700,Housekeeping and Laundry,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
551,HOUSEKEEPER/FOOD SERVICE CLNR,2700,Housekeeping and Laundry,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
552,HOUSING INSPECTOR,6200,Public Safety Inspection,INSPECTION
555,HSA SR ELIGIBILITY WORKER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
555,HSA EMP & TRAINING SPEC II,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
555,HSA SOCIAL WORKER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
553,HUMAN RESOURCES DIRECTOR,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
553,ASSOCIATE HUMAN RESOURCES ANALYST,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
553,SENIOR HUMAN RESOURCES ANALYST,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
553,SR HUMAN RESOURCES ANALYST,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
554,HUMAN SERVICES AGENCY EMPLOYMENT & TRAINING SPECIALIST II,9700,Manpower Planning Unit,TRANSPORTATION
555,HUMAN SERVICES AGENCY SENIOR ELIGIBILITY WORKER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
556,HUMAN SERVICES AGENCY SOCIAL WORKER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
557,HUMAN SERVICES SECTION MANAGER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
558,HUMAN SERVICES TECHNICIAN,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
559,ILLUSTRATOR AND ART DESIGNER,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
560,IMAGING SUPERVISOR,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
561,INCIDENT SUPPORT SPECIALIST,0,Fire Fighter,"FIRE, POLICE"
562,INDUSTRIAL ENGINEER,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
563,INDUSTRIAL HYGIENIST,6100,Health and Sanitation Inspection,INSPECTION
563,SENIOR INDUSTRIAL HYGIENIST DEPT OF PUBLIC HEALTH,6100,Health and Sanitation Inspection,INSPECTION
564,INDUSTRIAL INJURY INVESTIGATOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
565,INFORMATION SYSTEMS TRAINEE,1000,OTHERS,OTHERS
565,INFORMATION SERVICES MANAGER,1000,OTHERS,OTHERS
566,"INSP, FIRE DEPT",0,Fire Fighter,"FIRE, POLICE"
567,INSPECTOR II,300,OTHERS,OTHERS
568,INSPECTOR III,300,OTHERS,OTHERS
569,INSPECTOR OF WEIGHTS AND MEASURES,6200,Public Safety Inspection,INSPECTION
569,"INSPECTOR, WEIGHTS & MEASURES",6200,Public Safety Inspection,INSPECTION
570,"INSPECTOR, (POLICE DEPARTMENT)",300,Police Officer,"FIRE, POLICE"
570,INSTITUTIONAL POLICE LIEUTENANT,300,Police Officer,"FIRE, POLICE"
571,INSTITUTION UTILITY WORKER,7500,Semi-Skilled and General Labor,LABOR AND TRADES
572,INSTITUTIONAL POLICE OFFICER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
573,INSTITUTIONAL POLICE SERGEANT,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
574,INSTRUCTIONAL DESIGNER,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
575,INTEGRATED PEST MANAGEMENT SPECIALIST,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
575,PEST CONTROL SPECIALIST,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
575,INTEGRATED PEST MGMT SPECIALST,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
576,INVENTORY CLERK,1900,Purchasing and Storekeeping,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
577,"INVESTIGATOR, OFFICE OF CITIZEN COMPLAINTS",8100,Legal and Court,LEGAL PROTECTION AND DETENTION
577,"SR INVESTIGATOR, OCC",8100,Legal and Court,LEGAL PROTECTION AND DETENTION
577,"SENIOR INVESTIGATOR, OFFICE OF CITIZEN'S COMPLAINT",8100,Legal and Court,LEGAL PROTECTION AND DETENTION
577,INVSTGTOR OFC CITIZEN CMPLNTS,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
578,"INVESTIGATOR, TAX COLLECTOR",4300,Revenue,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
579,"INVESTIGATOR, TAXI AND ACCESSIBLE SERVICES",9100,Street Transit,TRANSPORTATION
579,"INVESTIGATOR, TAXI & ACCESS SVCS",9100,Street Transit,TRANSPORTATION
579,"INVESTIGATOR,TAXI & ACCESSSVCS",9100,Street Transit,TRANSPORTATION
580,"INVESTIGATOR,FIRE DEPT",0,Fire Fighter,"FIRE, POLICE"
580,"INVSTGTOR,FIRE DEPT",0,Fire Fighter,"FIRE, POLICE"
581,IS TRAINER - ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
582,IS TRAINER - JOURNEY,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
583,IS TRAINER - SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
581,IS PROGRAMMER ANALYST - PRINCIPAL,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
582,IS PROGRAMMER ANALYST - SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
583,IS TECHNICAL-JOURNEY,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
584,IS TECHNICIAN - ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
585,IS TECHNICIAN - JOURNEY,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
586,IS TECHNICIAN - SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
587,IS TECHNICIAN - SUPERVISOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
588,IS TECHNICIAN ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
589,IS TECHNICIAN-SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
590,IS TECHNICIAN-SUPERVISOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
581,IS ADMINISTRATOR - SUPERVISOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
582,IS BUSINESS ANALYST - ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
583,IS BUSINESS ANALYST - PRINCIPAL,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
584,IS BUSINESS ANALYST - SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
585,IS ENGINEER - ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
586,IS ENGINEER - JOURNEY,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
587,IS ENGINEER - PRINCIPAL,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
588,IS ENGINEER - SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
589,IS OPERATOR - ANALYST,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
590,IS OPERATOR - JOURNEY,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
591,IS OPERATOR - SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
592,IS OPERATOR - SUPERVISOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
593,IS OPERATOR-ANALYST,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
594,IS PRG ANALYST-PRINCIPAL,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
595,IS PROGRAMMER ANALYST - ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
581,IS ADMINISTRATOR I,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
582,IS ADMINISTRATOR II,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
583,IS ADMINISTRATOR III,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
584,IS ADMINISTRATOR-SUPERVISOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
585,IS BUSINESS ANALYST,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
586,IS BUSINESS ANALYST-ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
587,IS BUSINESS ANALYST-PRINCIPAL,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
588,IS BUSINESS ANALYST-SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
589,IS ENGINEER-ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
590,IS ENGINEER-JOURNEY,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
591,IS ENGINEER-PRINCIPAL,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
592,IS ENGINEER-SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
593,IS MANAGER,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
594,IS OPERATOR ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
595,IS OPERATOR-JOURNEY,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
596,IS OPERATOR-SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
597,IS PROGRAM ANALYST-ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
598,IS PROGRAMMER ANALYST,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
599,IS PROGRAMMER ANALYST-PRINCIPAL,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
600,IS PROGRAMMER ANALYST-SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
601,IS PROJECT DIRECTOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
602,IS TECHNICIAN-ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
603,IS TRAINER-ASSISTANT,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
604,IS TRAINER-JOURNEY,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
605,IS TRAINER-SENIOR,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
606,IT OPERATIONS SUPPORT ADMIN I,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
607,IT OPERATIONS SUPPORT ADMIN II,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
608,IT OPERATIONS SUPPORT ADMIN IV,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
609,IT OPERATIONS SUPPORT ADMIN V,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
610,IT OPERATIONS SUPPORT ADMN III,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
606,IT OPERATIONS SUPPORT ADMINISTRATOR I,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
607,IT OPERATIONS SUPPORT ADMINISTRATOR II,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
608,IT OPERATIONS SUPPORT ADMINISTRATOR III,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
609,IT OPERATIONS SUPPORT ADMINISTRATOR IV,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
610,IT OPERATIONS SUPPORT ADMINISTRATOR V,1000,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
611,JANITORIAL SERVICES ASSISTANT SUPERVISOR,2700,Housekeeping and Laundry,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
611,JANITORIAL SVCS ASST SPRV,2700,Housekeeping and Laundry,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
612,JANITORIAL SERVICES SUPERVISOR,2700,Housekeeping and Laundry,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
613,JUNIOR ADMINISTRATIVE ANALYST,1800,"Budget, Administrative and Statistical Analysis","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
614,JUNIOR CLERK,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
615,JUNIOR CLERK TYPIST,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
616,JUNIOR ENGINEER,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
617,JUNIOR MANAGEMENT ASSISTANT,1800,"Budget, Administrative and Statistical Analysis","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
618,LABOR AND EMPLOYMENT ADVISOR,9900,Federal Programs,TRANSPORTATION
619,"LABOR RELATIONS REPRESENTATIVE, SFMTA",9500,MTA Operations,TRANSPORTATION
620,"LABOR RELATIONS REPRESENTATIVE, SFUSD",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
621,LABORATORY SERVICES MANAGER,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
621,LAB SVCS MGR,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
621,LABORATORY HELPER,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
622,LABORATORY TECHNICIAN I,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
623,LABORATORY TECHNICIAN II,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
624,LAND USE AIDE,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
625,LANDSCAPE ARCHITECT,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
626,LANDSCAPE ARCHITECTURAL ASSOCIATE I,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
627,LANDSCAPE ARCHITECTURAL ASSOCIATE II,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
626,LANDSCAPE ARCHITECT ASSOC 1,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
627,LANDSCAPE ARCHITECT ASSOC 2,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
628,LAW LIBRARIAN,100,OTHERS,OTHERS
629,LEGAL ASSISTANT,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
630,LEGAL PROCESS CLERK,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
630,LEGAL RESEARCH ASSISTANT,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
